PCA_0,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15
-2.7757267524383047,17.96500680404311,-16.22694794764922,-9.809931701770417,1.120317468430774,-14.944356516649759,10.385623708772401,4.02137546299932,-7.234585666756187,-6.929537188419542,3.2359326518335716,11.008591144650477,3.6031903097125677,-6.283459169460328,0.17347422643583837,-2.011577733358371
-2.3707304201296666,22.309846838106193,-12.71298512825612,-0.19571923343659134,10.310854195684168,-5.178374871006309,7.380452884715795,-2.0475221343358703,-10.008945503585158,-2.9125321762422525,-2.9442652183728373,-1.0356462320089899,-0.6308332974256374,0.24799897071493615,-4.43439774886874,2.238649016134173
0.3161369287489327,4.975538117356247,-7.517786254288101,-4.9988129865254045,6.7914948288511,6.1547671545157,2.905874944987116,4.465165379187513,6.481384375560919,-4.567577649240935,-2.418166130232413,3.337093340818377,4.546657292901827,2.869098393899688,-4.876756425735316,-4.176838922083314
-9.807239585475699,5.544573012096085,1.0077988907662216,6.67349061349436,12.383729433960516,7.022159415838562,-2.0863118053159178,2.8690628809376286,-3.478635924771911,6.7502256831185665,-6.5723488217857895,-4.380886785982913,4.313426441124624,-3.2188291214467943,-2.6466604786486654,-2.33050340629198
-5.019965131505444,-5.199635632668277,3.2274098688090613,8.897264070803276,8.15541480255781,6.966089965161099,4.668832672670315,3.8350148380695916,-0.8909242511809696,0.04150326015179751,0.8514599251891267,-1.5108489227859707,0.677265881898538,-6.323521448440452,-7.515448410457643,-0.32414872088703517
-2.606066502440365,-9.625569161440534,0.17714288544263235,-1.9514114931031479,-2.011502282337913,6.288238012111303,5.834998307811451,-2.8333776321370605,-1.3394033165546635,-3.5488450789442787,-1.2045322411713064,0.9101060862681315,0.4741780172409122,-0.8662958035284811,-0.6823148763257458,-0.5202971507047801
-1.7849938161322751,-11.665976177134912,-1.4974376605070088,7.372851849743147,-3.904200985147052,-3.5934643275877227,0.09120136170582946,-0.7029632886002537,-1.0878652055611158,-3.634536600856176,2.314780014708698,4.365622129547346,0.17793626693955725,1.3712790520600304,2.3995907836936645,5.204168473501356
-0.5278338326389999,-6.166028143087005,-4.037628805732649,-5.860009517520793,-5.9921667073448575,4.4810651923286535,4.388692324028745,-4.9066068239502325,5.219482084403453,1.5710022805253498,0.6773577425363586,-0.812543554307468,5.6052027645610085,-1.4914317580515815,7.63356476283811,1.3488642767670485
-13.59069071320036,12.686443140216676,5.0362809611000054,14.095339035748006,7.443952870711858,2.944603431859442,1.3050397145641017,2.7937745947238346,9.077806694973482,2.5242094581866428,-1.0092333040925878,-3.835392615801557,6.892043301245108,-3.338165148967721,1.5266319565403506,2.001431842545598
-5.638140533428035,-5.723398844643305,-1.634527042054642,-2.898943995459671,6.239097291843038,9.139238193954288,0.23485641380992772,2.7310983264404376,2.2760799216801413,5.581997118711721,-0.5048700139518085,-0.3395589429100924,4.151907104204688,1.288326170574339,6.403863240035038,-1.1796130088908963
-2.2446027571973377,-3.5559829214013923,-3.570968659328363,-0.7809758451658951,3.8360580776127584,3.10595736505767,10.958017276379893,-1.0346114095184302,2.095177896209408,2.1796447351330914,-3.127102093116908,-2.7946573607966334,-0.25692263064492626,-0.7554832906561935,-2.035960526365317,3.3885857412962626
-18.24193079313568,16.277774010640808,4.100473215658866,-9.3697772607053,6.856532313667493,2.822113375939455,7.043439960217984,2.5155561046251687,10.08604514730966,-0.3947959171546933,2.8101483571989476,0.5012142563974179,-1.6665950122188586,-4.123688428020021,0.9427516422808772,-3.7849654938794424
-15.648214361807378,7.7209441028919645,10.607095423983257,-6.223225928454984,1.0467168866430563,-6.635207682662492,3.1701512802130565,4.914921774129623,10.446191872976955,-1.217641172180086,-0.0938665437002333,-4.026160364205682,0.9602267961671451,0.49512083982794924,1.6921370404121918,-3.4751479080279153
-0.49117847287157224,-0.2322919930197965,7.209287599218114,-12.572710903467883,-2.389589607934245,-7.863042531794651,2.0021713141685633,-9.430546194990147e-06,5.410439667290433,2.6244472265848335,3.504758262530821,-2.2239508043241187,-0.6518436474221894,0.6969345422997378,-1.952469066849117,0.23791839417990693
-1.2119033894706015,-7.767201713269792,21.212307811903646,-13.950635460148758,14.03219099596293,3.3824862168042493,0.4012489049956226,-6.401538966387801,-0.12214051789761475,-1.8485358829809073,6.843371233673793,-0.30366837938421753,-6.325695480140984,-1.6145795672536423,-2.5382851482818607,7.424651239152358
13.134036426391608,-31.57557699480533,17.15999171125396,-10.682357716796135,13.302974677080039,7.555227095879681,14.27649242875861,0.14468056917008315,4.500287838331864,-7.858492140830906,15.58046276798206,-0.7345286215408154,5.378883658761675,-1.3213782265097183,-2.3370694869534447,-2.061851445120102
-14.522549191971422,2.9951274331137294,21.56340732391396,-2.870854108515139,8.682063994830868,7.499070429413129,1.8251872724963714,-5.725978065304521,-2.8022834557880505,0.8923536839958497,5.887391679491853,-1.619872498762277,4.188630696122945,9.654875445320423,-7.482148931539985,7.0989667399889695
-6.9691346489752615,-2.7140747411071504,5.317604478050583,-9.434986090301027,7.370295812345859,-1.5726476946072643,7.095275323616348,3.013073801132727,-0.5821473884865745,10.84729157122195,-1.0674192520312618,-3.929457257578698,5.023563947643106,2.138313018621808,-0.12172306206195938,-2.8825632195765847
