,Stages,Silh,Cal-Har,Dav-Bold,Centr,Ward
0,St1_St2,0.060979767978570874,2.219114946536131,6.184403415042228,7.8751302260211755,1684.7236527295588
1,St2_St3,0.04363671571878624,4.591244610885947,3.9402148030251687,10.46286629990538,2083.3455716814256
2,St3_St4,0.1284706581315665,8.220699250498392,2.329948566432572,19.543535831624325,4661.346450930334
3,St4_St5,0.12327000353413524,8.646584545330896,3.1031477575253357,14.99960856111089,4520.780526372623
4,St5_St6,0.09078757194681787,12.600981005730521,2.895249664273629,15.084470426533995,6373.512885765694
