Method,Silh,Cal-Har,Dav-Bold
kmeans_edges_5_25_8_20,0.8100567750092321,7843.4167128137615,0.3072162072693352
kmeans_edges_6_25_8_20,0.8557410569664239,11877.536096102336,0.2179385993688774
kmeans_edges_7_25_8_20,0.9260014313414011,37082.72546623524,0.11368873795803007
kmeans_edges_8_25_8_20,0.9295011701837675,54017.89811304689,0.11175409055286581
kmeans_edges_9_25_8_20,0.937272569658475,95147.00870779065,0.16616422317543544
kmeans_edges_10_25_8_20,0.9344007532111474,136874.75920502815,0.20209555697204912
kmeans_edges_11_25_8_20,0.9359977362925687,221700.30962353002,0.19701705693614704
kmeans_edges_12_25_8_20,0.9343900001006105,268774.1527236504,0.1313629301920313
kmeans_edges_2_25_9_10,0.7561019542589545,712.3908750248032,0.31024634906051846
kmeans_edges_3_25_9_10,0.8546971357221429,3681.479180126024,0.20271935155428975
kmeans_edges_4_25_9_10,0.8343393401911665,4893.86773411424,0.3250626605234578
kmeans_edges_5_25_9_10,0.8528709318145281,6240.815775382345,0.2701664788591451
kmeans_edges_6_25_9_10,0.8955104878344713,13026.335673273315,0.1999624691561677
kmeans_edges_7_25_9_10,0.9144001003321047,18360.57338471193,0.18573239318992502
kmeans_edges_8_25_9_10,0.9254253941873533,26918.265074097377,0.11491614216667308
kmeans_edges_9_25_9_10,0.9251213655272646,54989.6228685973,0.11233660379946205
kmeans_edges_10_25_9_10,0.923429902720266,114837.59187842197,0.17454182337565632
kmeans_edges_11_25_9_10,0.9381121724545323,142420.7618371235,0.08887508248457916
kmeans_edges_12_25_9_10,0.9626537003555226,186970.71191387583,0.07813586153392581
kmeans_edges_2_25_9_15,0.7527741373849116,1170.7425411336833,0.2989939164818107
kmeans_edges_3_25_9_15,0.823334259640557,4233.193987117567,0.22555580758204172
kmeans_edges_4_25_9_15,0.8124074432402036,6792.682652000384,0.33355762408456574
kmeans_edges_5_25_9_15,0.8307208615121915,8205.250115001389,0.27595318838929533
kmeans_edges_6_25_9_15,0.8839673441104875,14122.196420041684,0.1595782878999055
kmeans_edges_7_25_9_15,0.9280511820507215,34052.59336858162,0.11873020003956343
kmeans_edges_8_25_9_15,0.9263692473679754,48334.701745068676,0.11667173167499595
kmeans_edges_9_25_9_15,0.9379686906572038,103308.49561930081,0.11318661375223028
kmeans_edges_10_25_9_15,0.9356156212410698,182051.61995663098,0.16377427476569162
kmeans_edges_11_25_9_15,0.9357664746739708,233438.79503356465,0.15903652977966984
kmeans_edges_12_25_9_15,0.9440557848866238,283785.9930402508,0.09563605500200938
kmeans_edges_2_25_9_20,0.7505230299645291,1678.3208224367556,0.296534848012221
kmeans_edges_3_25_9_20,0.8005255289678537,4919.435112340492,0.24622277884686597
kmeans_edges_4_25_9_20,0.7956906730871252,8241.400915700055,0.34723941076008313
kmeans_edges_5_25_9_20,0.8135757935980449,9642.476611786991,0.29384500270936487
kmeans_edges_6_25_9_20,0.8677468418148804,16009.507658685712,0.20257028586850265
kmeans_edges_7_25_9_20,0.9266872418895709,42270.02151646076,0.12429028137825324
kmeans_edges_8_25_9_20,0.9327418619692697,62575.57204268622,0.132262071540303
kmeans_edges_9_25_9_20,0.9405866866910041,133117.01683865397,0.12302272253758129
kmeans_edges_10_25_9_20,0.9381996102240773,191645.60441976253,0.16257279063149893
kmeans_edges_11_25_9_20,0.939614970453318,300065.16311590193,0.15915490194512114
kmeans_edges_12_25_9_20,0.9440679769547888,339253.77604585484,0.12300332007866101
kmeans_edges_2_25_10_10,0.7498504780444354,830.0391646391073,0.32881976968534327
kmeans_edges_3_25_10_10,0.8571390279771027,4310.419688645035,0.2009084611442541
kmeans_edges_4_25_10_10,0.8382640687757534,5505.140128270637,0.318614357461117
kmeans_edges_5_25_10_10,0.8595870806489064,7251.400682349236,0.26211462598657576
kmeans_edges_6_25_10_10,0.8959724774907774,12845.82188169609,0.20007024246549987
kmeans_edges_7_25_10_10,0.9193508485709432,22610.790760889107,0.20003110521163978
kmeans_edges_8_25_10_10,0.9144196312541605,31006.867919959986,0.1877366422525864
kmeans_edges_9_25_10_10,0.928904230864742,66703.08123927377,0.1348580589207258
kmeans_edges_10_25_10_10,0.9274924696417559,122463.66451421229,0.1855595397333809
kmeans_edges_11_25_10_10,0.9397946433962856,139375.20443845048,0.11886760075107371
kmeans_edges_12_25_10_10,0.9642459152649131,169393.88870523934,0.10543106882005804
kmeans_edges_2_25_10_15,0.7508096821458508,1340.3953670483747,0.30374187835504085
kmeans_edges_3_25_10_15,0.8318416284118428,5266.312968410894,0.22232362891179183
kmeans_edges_4_25_10_15,0.8202564516766696,8180.966503757254,0.3305151088148619
kmeans_edges_5_25_10_15,0.83936585821807,10041.54552646962,0.2722606991402807
kmeans_edges_6_25_10_15,0.8896793105331718,16523.855508979923,0.15810228829490522
kmeans_edges_7_25_10_15,0.9315679782303972,40377.508970443916,0.12298322684273211
kmeans_edges_8_25_10_15,0.9319786668392003,62994.493811634755,0.1199039166255598
kmeans_edges_9_25_10_15,0.9420103701713269,125691.6822424267,0.11718703411152703
kmeans_edges_10_25_10_15,0.9399845148712381,204366.395661727,0.16495971571403759
kmeans_edges_11_25_10_15,0.9401563809061253,243255.0761257038,0.158415921598765
kmeans_edges_12_25_10_15,0.9575784455722846,274957.45904666954,0.14150149776470036
kmeans_edges_2_25_10_20,0.7450859136649429,1892.773659326265,0.30568757899153903
kmeans_edges_3_25_10_20,0.8062290599385725,5992.022601135737,0.2462339475495594
kmeans_edges_4_25_10_20,0.7983344061136323,9439.87644981082,0.35268418492288206
kmeans_edges_5_25_10_20,0.8165573990752842,11264.009677716787,0.3061013078746771
kmeans_edges_6_25_10_20,0.8661895150773605,17123.70510525759,0.2120123565710977
kmeans_edges_7_25_10_20,0.9241993743046747,39536.17813587341,0.13580273641589927
kmeans_edges_8_25_10_20,0.9281178695465927,61738.34322865905,0.17538051276828803
kmeans_edges_9_25_10_20,0.9405588173925833,119972.88651440934,0.16056988604699385
kmeans_edges_10_25_10_20,0.9408999120537839,155514.56048434277,0.198536849221854
kmeans_edges_11_25_10_20,0.9388091094259124,224371.5107013132,0.22433120486028238
kmeans_edges_12_25_10_20,0.9385569464140411,272640.579155703,0.21407819978008402
