Method,Silh,Cal-Har,Dav-Bold
ward_pca_12_10,-0.013287813966673822,14.519129562698204,2.8306541499504116
ward_pca_13_4,-0.03335972761144673,10.908108360254463,2.7225560940152818
ward_pca_13_5,-0.040911476672329763,10.909948547889952,2.762286772084543
ward_pca_13_6,-0.038237671017502535,11.534910702458573,4.113986429965721
ward_pca_13_7,-0.027488570382213296,12.595357588492485,3.2100709489800687
ward_pca_13_8,-0.035995043285380904,12.112044342414947,3.667209681292952
ward_pca_13_9,-0.03248466275770231,12.94722534937908,3.490475473900825
ward_pca_13_10,-0.012868714479508553,13.909662248172749,2.7605541108571896
ward_pca_14_4,-0.04088724752704229,10.176104190457393,3.5294236596376485
ward_pca_14_5,-0.043010213805319907,10.507890959418615,2.670232804242871
ward_pca_14_6,-0.045387798996860323,11.094531782056736,3.9779692268220432
ward_pca_14_7,-0.028522433131010588,12.154822043856326,3.5537199272044973
ward_pca_14_8,-0.03521341185712351,11.721631021612305,3.5195021114248393
ward_pca_14_9,-0.030832494597492696,12.51704505111879,3.472087283034567
ward_pca_14_10,-0.01687186311375697,13.382440246181584,2.670352578247154
ward_pca_15_4,-0.04531347133904508,9.845053061485103,3.529979817495048
ward_pca_15_5,-0.04001928131622472,10.156694224430161,2.7129300321979537
ward_pca_15_6,-0.04533341776940914,10.718905494914843,3.689292340018245
ward_pca_15_7,-0.03127378833301149,11.775995140667925,3.4796214377372654
ward_pca_15_8,-0.036509660053801636,11.399138017511575,3.473450030557109
ward_pca_15_9,-0.032995651774090355,12.11830708779118,3.3086794549574514
ward_pca_15_10,-0.021674236066436325,12.875746482040322,2.858767564829433
ward_pca_16_4,-0.04519092894423799,9.56250284217756,3.350056790065712
ward_pca_16_5,-0.04678005522889148,9.825116652079165,2.886841820276276
ward_pca_16_6,-0.04830303320915783,10.412475700905228,3.75460430204554
ward_pca_16_7,-0.03227509505440159,11.424909829532847,3.387959197931215
ward_pca_16_8,-0.0384163436556,11.098121969948114,3.41366940250344
ward_pca_16_9,-0.032090788217654605,11.741184603730662,3.3320571422792478
ward_pca_16_10,-0.022841134899539636,12.347600041797477,2.961319748120319
ward_pca_17_4,-0.0442165430405255,9.312701909910695,3.2615514833063735
ward_pca_17_5,-0.057771914884919284,9.545415124524103,2.890363882254317
ward_pca_17_6,-0.049502146117868365,10.13450627610666,3.57773354208261
ward_pca_17_7,-0.03358386897851471,11.086592796467125,3.22649450125421
ward_pca_17_8,-0.04688713582787169,10.814505060667646,3.338022775597802
ward_pca_17_9,-0.04979477150526852,11.413674395619525,3.233580668672668
ward_pca_17_10,-0.021977000278412914,11.999083422941235,3.186248309166766
ward_pca_18_4,-0.044001929060169684,9.102208126876011,3.3641755991935405
ward_pca_18_5,-0.0562577267058201,9.332786088013458,3.401205746516489
ward_pca_18_6,-0.04962820347686188,9.913354868802383,3.4560021575017283
ward_pca_18_7,-0.03332957037414568,10.832611914643767,3.1211085501209177
ward_pca_18_8,-0.04449181807259602,10.572350542534748,3.256407936147335
ward_pca_18_9,-0.05471110113191386,11.130586377447218,3.206099084309484
ward_pca_18_10,-0.026641257678032423,11.68086642034715,3.265217313964206
ward_pca_19_4,-0.044082345996786176,8.90554548708179,3.4213798168260303
ward_pca_19_5,-0.05819345743662463,9.136657835993114,3.2514844233224824
ward_pca_19_6,-0.04858862175508819,9.671680414664944,3.492145233618979
ward_pca_19_7,-0.03565177628140454,10.551304116445175,3.1860208184694883
ward_pca_19_8,-0.04879986665186118,10.283463470004293,3.2759604151890493
ward_pca_19_9,-0.05601225256820903,10.878621012460885,3.4060549124746817
ward_pca_19_10,-0.03447850181426358,11.38164181164948,3.4701853219028966
ward_pca_20_4,-0.05577830660447609,8.720337023871078,3.3542533862607913
ward_pca_20_5,-0.05791472444166434,8.959289755447548,3.2075802138023612
ward_pca_20_6,-0.04674120947403558,9.358403791451478,3.381775020642762
ward_pca_20_7,-0.038569489599542615,10.349385485327494,3.1915604884673634
ward_pca_20_8,-0.048151043611417414,10.043736835593208,3.29313301191803
ward_pca_20_9,-0.05282225053607191,10.62802603772358,3.3088134917195093
ward_pca_20_10,-0.034624811275711063,11.116790840588937,3.442677592196728
