,Subject,Center type,Ward dist,Centr dist,Silh Stage,Cal-Har Stage,Dav-Bold Stage,Silh Total,Cal-Har Total,Dav-Bold Total
0,pigarev,mode,3864.7418174959266,13.593122269039153,0.08942894346197534,7.255724871796377,3.690592841259787,-0.03763188765175396,6.3343360323750595,4.972961303277104
