Method,Silh,Cal-Har,Dav-Bold
stages_med_9_25_8_10,-0.1193189425942066,4.97852862890807,5.110571523538599
stages_mode_9_25_8_10,-0.1193189425942066,4.97852862890807,5.110571523538599
stages_mean_9_25_8_10,-0.040526169954149066,4.699513234062581,5.479269179379333
stages_med_10_25_8_10,-0.12437875583206445,4.701212781727452,4.856799909850391
stages_mode_10_25_8_10,-0.12437875583206445,4.701212781727452,4.856799909850391
stages_mean_10_25_8_10,-0.05577226740206734,4.428818561275521,5.212664439300889
stages_med_11_25_8_10,-0.12512159739629003,4.487041840432335,4.840009168990971
stages_mode_11_25_8_10,-0.12512159739629003,4.487041840432335,4.840009168990971
stages_mean_11_25_8_10,-0.060208058808791015,4.328454507217491,5.108530613094098
stages_med_12_25_8_10,-0.12475085705160303,4.3071330977540265,4.657423417448557
stages_mode_12_25_8_10,-0.12475085705160303,4.3071330977540265,4.657423417448557
stages_mean_12_25_8_10,-0.06928397402222053,4.191254659619475,4.854181248491398
stages_med_13_25_8_10,-0.1262329391911242,4.066452374972139,4.544202659971235
stages_mode_13_25_8_10,-0.1262329391911242,4.066452374972139,4.544202659971235
stages_mean_13_25_8_10,-0.0751812615439371,3.9647504166302645,4.718590819472586
stages_med_3_25_8_15,0.003114237549711302,8.54908879361451,5.405281005232614
stages_mode_3_25_8_15,0.003114237549711302,8.54908879361451,5.405281005232614
stages_mean_3_25_8_15,0.006724504738719215,6.842665387774019,5.729762587874318
stages_med_4_25_8_15,-0.013751828696067225,7.395481697275497,5.262402626847429
stages_mode_4_25_8_15,-0.002782210412545219,7.065797290111638,5.576282602464998
stages_mean_4_25_8_15,-0.013601958898199302,5.907576827649708,6.07620512721101
stages_med_5_25_8_15,-0.016334127550800517,7.185683194931746,4.864679419406353
stages_mode_5_25_8_15,-0.008257625221709338,7.1721091982320315,4.98478608096106
stages_mean_5_25_8_15,-0.017707321310591675,5.2609357318555965,6.234695667823017
stages_med_6_25_8_15,-0.03499453217785063,6.12177182004105,5.514458506107691
stages_mode_6_25_8_15,-0.030224770682378513,6.110832089956908,5.573324910150254
stages_mean_6_25_8_15,-0.03703287892154808,5.293895247136493,6.141153916583499
stages_med_7_25_8_15,-0.041208652565140405,5.936998983719328,5.387677654250685
stages_mode_7_25_8_15,-0.03913508350142405,5.818985103367335,5.486536984356668
stages_mean_7_25_8_15,-0.04149738108998543,5.32930817585529,5.786986087802505
stages_med_8_25_8_15,-0.0429692071741751,5.467978813658287,5.1156167272697015
stages_mode_8_25_8_15,-0.04109632125607766,5.365663545464188,5.237826156596858
stages_mean_8_25_8_15,-0.04392475878070564,5.346268355533684,5.211477603461638
stages_med_9_25_8_15,-0.04328455423387017,5.84704792760276,5.018590159691432
stages_mode_9_25_8_15,-0.04328455423387017,5.84704792760276,5.018590159691432
stages_mean_9_25_8_15,-0.041405881158040565,4.814962308949554,5.2968075458524435
stages_med_10_25_8_15,-0.06257937103691173,5.481479895456975,4.7713223568312335
stages_mode_10_25_8_15,-0.06257937103691173,5.481479895456975,4.7713223568312335
stages_mean_10_25_8_15,-0.05574497389955705,4.563785398347279,5.04534666645417
stages_med_11_25_8_15,-0.06590213765937422,5.240892062086088,4.758494735595124
stages_mode_11_25_8_15,-0.06590213765937422,5.240892062086088,4.758494735595124
stages_mean_11_25_8_15,-0.059452903500554696,4.387120832640545,5.034755594155083
stages_med_12_25_8_15,-0.08154632538967954,5.005454719429394,4.8344133957644955
stages_mode_12_25_8_15,-0.08154632538967954,5.005454719429394,4.8344133957644955
stages_mean_12_25_8_15,-0.07574532929995793,4.202508408087508,4.905496830092365
stages_med_13_25_8_15,-0.08101554777861737,4.806008863486775,4.658452719646703
stages_mode_13_25_8_15,-0.08101554777861737,4.806008863486775,4.658452719646703
stages_mean_13_25_8_15,-0.08439798099157139,4.061618121022241,4.70995340528522
stages_med_3_25_8_20,0.003114237549711302,8.54908879361451,5.405281005232614
stages_mode_3_25_8_20,0.003114237549711302,8.54908879361451,5.405281005232614
stages_mean_3_25_8_20,0.005774131496236478,6.673328548645419,5.770338063814823
stages_med_4_25_8_20,-0.01253515640664525,6.9090671068244855,5.552599426025861
stages_mode_4_25_8_20,-0.002782210412545219,7.065797290111638,5.576282602464998
stages_mean_4_25_8_20,-0.014328087914502196,5.644368655420238,6.2259919760011755
stages_med_5_25_8_20,-0.016334127550800517,7.185683194931746,4.864679419406353
stages_mode_5_25_8_20,-0.008257625221709338,7.1721091982320315,4.98478608096106
stages_mean_5_25_8_20,-0.01840229517275254,5.151110371097151,6.4746374109453315
stages_med_6_25_8_20,-0.03499453217785063,6.12177182004105,5.514458506107691
stages_mode_6_25_8_20,-0.030224770682378513,6.110832089956908,5.573324910150254
stages_mean_6_25_8_20,-0.038821047280319265,5.286440325046565,6.256699457785231
stages_med_7_25_8_20,-0.041208652565140405,5.936998983719328,5.387677654250685
stages_mode_7_25_8_20,-0.03913508350142405,5.818985103367335,5.486536984356668
stages_mean_7_25_8_20,-0.04039314706042318,5.310570784857627,6.020361781125514
stages_med_8_25_8_20,-0.0429692071741751,5.467978813658287,5.1156167272697015
stages_mode_8_25_8_20,-0.04109632125607766,5.365663545464188,5.237826156596858
stages_mean_8_25_8_20,-0.04291082092148681,5.257099804138424,5.3861056446691205
stages_med_9_25_8_20,-0.04328455423387017,5.84704792760276,5.018590159691432
stages_mode_9_25_8_20,-0.04328455423387017,5.84704792760276,5.018590159691432
stages_mean_9_25_8_20,-0.04039016491855513,4.74739099318028,5.413038998187366
stages_med_10_25_8_20,-0.0526515706278424,5.474783591625278,5.235208859460238
stages_mode_10_25_8_20,-0.0526515706278424,5.474783591625278,5.235208859460238
stages_mean_10_25_8_20,-0.04693939282363562,4.48567015770462,5.511210953837605
stages_med_11_25_8_20,-0.06662137074100023,5.185076774276231,4.989945885012012
stages_mode_11_25_8_20,-0.06662137074100023,5.185076774276231,4.989945885012012
stages_mean_11_25_8_20,-0.05844941213234197,4.293928648934517,5.2538721512263455
stages_med_12_25_8_20,-0.08169077671405091,4.954144325109846,5.107981246511143
stages_mode_12_25_8_20,-0.08169077671405091,4.954144325109846,5.107981246511143
stages_mean_12_25_8_20,-0.06861725096868548,4.027938526252479,5.171801231720041
stages_med_13_25_8_20,-0.08426082776797923,4.784931891796561,4.896314899422746
stages_mode_13_25_8_20,-0.08426082776797923,4.784931891796561,4.896314899422746
stages_mean_13_25_8_20,-0.07384156292275104,3.963870113071524,5.0994746220251574
stages_med_3_25_9_10,0.003114237549711302,8.54908879361451,5.405281005232614
stages_mode_3_25_9_10,-0.005451826809223475,7.459566959062305,4.919120172590769
stages_mean_3_25_9_10,0.008703868779036074,6.70528775968078,5.784374057170904
stages_med_4_25_9_10,-0.015454230378592606,7.43797809797391,5.223858597347208
stages_mode_4_25_9_10,-0.01594618928311476,7.595191266424969,5.126453218995666
stages_mean_4_25_9_10,-0.010460311447492394,5.44981213956006,6.312068396055801
stages_med_5_25_9_10,-0.016334127550800517,7.185683194931746,4.864679419406353
stages_mode_5_25_9_10,-0.016334127550800517,7.185683194931746,4.864679419406353
stages_mean_5_25_9_10,-0.016227635919637374,5.42106341298249,5.845711891917552
stages_med_6_25_9_10,-0.03499453217785063,6.12177182004105,5.514458506107691
stages_mode_6_25_9_10,-0.03499453217785063,6.12177182004105,5.514458506107691
stages_mean_6_25_9_10,-0.03535316197459343,5.409149555320273,5.951628910620669
stages_med_7_25_9_10,-0.041208652565140405,5.936998983719328,5.387677654250685
stages_mode_7_25_9_10,-0.041208652565140405,5.936998983719328,5.387677654250685
stages_mean_7_25_9_10,-0.036924829827049935,5.540260821553329,5.75027943750508
stages_med_8_25_9_10,-0.0429692071741751,5.467978813658287,5.1156167272697015
stages_mode_8_25_9_10,-0.0429692071741751,5.467978813658287,5.1156167272697015
stages_mean_8_25_9_10,-0.0397467176409694,5.039921507624619,5.544284362518065
stages_med_9_25_9_10,-0.0493471818813697,5.0185430606967945,5.338343315122007
stages_mode_9_25_9_10,-0.0493471818813697,5.0185430606967945,5.338343315122007
stages_mean_9_25_9_10,-0.049306458304754386,4.916708003827246,5.300516801754122
stages_med_10_25_9_10,-0.11965700605809566,4.634149327912089,5.311529972978784
stages_mode_10_25_9_10,-0.11965700605809566,4.634149327912089,5.311529972978784
stages_mean_10_25_9_10,-0.04725716683439642,4.477284261345923,5.5096748141664085
stages_med_11_25_9_10,-0.12381821621384241,4.4203659707648395,5.068148346142906
stages_mode_11_25_9_10,-0.12381821621384241,4.4203659707648395,5.068148346142906
stages_mean_11_25_9_10,-0.05872741810271907,4.25352852669038,5.287647205098602
stages_med_12_25_9_10,-0.12383513830502149,4.245873701535523,4.869191891798287
stages_mode_12_25_9_10,-0.12383513830502149,4.245873701535523,4.869191891798287
stages_mean_12_25_9_10,-0.06794216076975156,4.122303724144234,5.018881031175604
stages_med_13_25_9_10,-0.1036186175636046,9.16573999699408,4.477514313678717
stages_mode_13_25_9_10,-0.1036186175636046,9.16573999699408,4.477514313678717
stages_mean_13_25_9_10,-0.10392814386448047,9.122661474319965,4.464330259568736
stages_med_3_25_9_15,0.003114237549711302,8.54908879361451,5.405281005232614
stages_mode_3_25_9_15,0.003114237549711302,8.54908879361451,5.405281005232614
stages_mean_3_25_9_15,0.008070243532172665,7.141165528174054,5.502620120624619
stages_med_4_25_9_15,-0.013751828696067225,7.395481697275497,5.262402626847429
stages_mode_4_25_9_15,-0.01190130323201428,7.083234433810467,5.394300419431882
stages_mean_4_25_9_15,-0.015081028833742504,5.720527784492521,6.0718623243337495
stages_med_5_25_9_15,-0.016334127550800517,7.185683194931746,4.864679419406353
stages_mode_5_25_9_15,-0.016334127550800517,7.185683194931746,4.864679419406353
stages_mean_5_25_9_15,-0.017970626309053158,5.257305908879408,6.350741473181726
stages_med_6_25_9_15,-0.03499453217785063,6.12177182004105,5.514458506107691
stages_mode_6_25_9_15,-0.03499453217785063,6.12177182004105,5.514458506107691
stages_mean_6_25_9_15,-0.03726239190449838,5.290913609325556,6.161785454580748
stages_med_7_25_9_15,-0.041208652565140405,5.936998983719328,5.387677654250685
stages_mode_7_25_9_15,-0.041208652565140405,5.936998983719328,5.387677654250685
stages_mean_7_25_9_15,-0.03912379935257748,5.374385053879668,5.820445525002645
stages_med_8_25_9_15,-0.0429692071741751,5.467978813658287,5.1156167272697015
stages_mode_8_25_9_15,-0.0429692071741751,5.467978813658287,5.1156167272697015
stages_mean_8_25_9_15,-0.04132383376748304,5.181882571138181,5.530870552776454
stages_med_9_25_9_15,-0.1193189425942066,4.97852862890807,5.110571523538599
stages_mode_9_25_9_15,-0.1193189425942066,4.97852862890807,5.110571523538599
stages_mean_9_25_9_15,-0.038444565379980575,4.669720364820353,5.5058627478142945
stages_med_10_25_9_15,-0.11965700605809566,4.634149327912089,5.311529972978784
stages_mode_10_25_9_15,-0.11965700605809566,4.634149327912089,5.311529972978784
stages_mean_10_25_9_15,-0.04707901960834502,4.498951418088452,5.4709170249033345
stages_med_11_25_9_15,-0.12381821621384241,4.4203659707648395,5.068148346142906
stages_mode_11_25_9_15,-0.12381821621384241,4.4203659707648395,5.068148346142906
stages_mean_11_25_9_15,-0.05853411917337174,4.306013615535939,5.21920847466246
stages_med_12_25_9_15,-0.1308156518916708,4.251256025475099,4.921379353060024
stages_mode_12_25_9_15,-0.1308156518916708,4.251256025475099,4.921379353060024
stages_mean_12_25_9_15,-0.07486088623406112,4.128046412032371,5.074578637224127
stages_med_13_25_9_15,-0.13063093838797032,4.107151771822058,4.749017163902135
stages_mode_13_25_9_15,-0.13063093838797032,4.107151771822058,4.749017163902135
stages_mean_13_25_9_15,-0.08376388388285283,3.9926337629198208,4.869218427685759
stages_med_3_25_9_20,0.003114237549711302,8.54908879361451,5.405281005232614
stages_mode_3_25_9_20,0.003114237549711302,8.54908879361451,5.405281005232614
stages_mean_3_25_9_20,0.006149396229344367,6.640178778832265,5.792112946317445
stages_med_4_25_9_20,-0.01253515640664525,6.9090671068244855,5.552599426025861
stages_mode_4_25_9_20,-0.01190130323201428,7.083234433810467,5.394300419431882
stages_mean_4_25_9_20,-0.015109092872297511,5.568126509708696,6.1141472129472625
stages_med_5_25_9_20,-0.016334127550800517,7.185683194931746,4.864679419406353
stages_mode_5_25_9_20,-0.016334127550800517,7.185683194931746,4.864679419406353
stages_mean_5_25_9_20,-0.01811412389093212,5.134432329748167,6.373901764844428
stages_med_6_25_9_20,-0.03499453217785063,6.12177182004105,5.514458506107691
stages_mode_6_25_9_20,-0.03499453217785063,6.12177182004105,5.514458506107691
stages_mean_6_25_9_20,-0.03793466868137596,5.2717361592870455,6.2843678635245475
stages_med_7_25_9_20,-0.041208652565140405,5.936998983719328,5.387677654250685
stages_mode_7_25_9_20,-0.041208652565140405,5.936998983719328,5.387677654250685
stages_mean_7_25_9_20,-0.0406570332751377,5.247210026976532,5.8668122657390995
stages_med_8_25_9_20,-0.0429692071741751,5.467978813658287,5.1156167272697015
stages_mode_8_25_9_20,-0.0429692071741751,5.467978813658287,5.1156167272697015
stages_mean_8_25_9_20,-0.04202988735897839,5.194595320961008,5.549753261860899
stages_med_9_25_9_20,-0.0493471818813697,5.0185430606967945,5.338343315122007
stages_mode_9_25_9_20,-0.0493471818813697,5.0185430606967945,5.338343315122007
stages_mean_9_25_9_20,-0.04990827240869135,4.932834441743686,5.372840833474803
stages_med_10_25_9_20,-0.11965700605809566,4.634149327912089,5.311529972978784
stages_mode_10_25_9_20,-0.11965700605809566,4.634149327912089,5.311529972978784
stages_mean_10_25_9_20,-0.04759584571511256,4.482836657377579,5.514046006621607
stages_med_11_25_9_20,-0.12381821621384241,4.4203659707648395,5.068148346142906
stages_mode_11_25_9_20,-0.12381821621384241,4.4203659707648395,5.068148346142906
stages_mean_11_25_9_20,-0.05877711707650241,4.2913503794992005,5.257072984875347
stages_med_12_25_9_20,-0.1308156518916708,4.251256025475099,4.921379353060024
stages_mode_12_25_9_20,-0.1308156518916708,4.251256025475099,4.921379353060024
stages_mean_12_25_9_20,-0.07470075357574751,4.106191719009273,5.119946535858526
stages_med_13_25_9_20,-0.13051134556739,4.014973390078049,4.796528956426197
stages_mode_13_25_9_20,-0.13051134556739,4.014973390078049,4.796528956426197
stages_mean_13_25_9_20,-0.07657364812283012,3.881330097713451,4.981442428797239
stages_med_3_25_10_10,0.003114237549711302,8.54908879361451,5.405281005232614
stages_mode_3_25_10_10,-0.005451826809223475,7.459566959062305,4.919120172590769
stages_mean_3_25_10_10,0.007989317567298404,6.120619592534496,5.979784232047592
stages_med_4_25_10_10,-0.015454230378592606,7.43797809797391,5.223858597347208
stages_mode_4_25_10_10,-0.01594618928311476,7.595191266424969,5.126453218995666
stages_mean_4_25_10_10,-0.005040822060716859,5.484818715929422,6.16519716746648
stages_med_5_25_10_10,-0.016334127550800517,7.185683194931746,4.864679419406353
stages_mode_5_25_10_10,-0.016334127550800517,7.185683194931746,4.864679419406353
stages_mean_5_25_10_10,-0.016558667362558278,5.4005038011640405,5.875655302102598
stages_med_6_25_10_10,-0.03499453217785063,6.12177182004105,5.514458506107691
stages_mode_6_25_10_10,-0.03499453217785063,6.12177182004105,5.514458506107691
stages_mean_6_25_10_10,-0.035634105161180464,5.384908313945574,6.002688158160274
stages_med_7_25_10_10,-0.041208652565140405,5.936998983719328,5.387677654250685
stages_mode_7_25_10_10,-0.041208652565140405,5.936998983719328,5.387677654250685
stages_mean_7_25_10_10,-0.03712057205454327,5.456290756948916,5.787907399485775
stages_med_8_25_10_10,-0.0429692071741751,5.467978813658287,5.1156167272697015
stages_mode_8_25_10_10,-0.0429692071741751,5.467978813658287,5.1156167272697015
stages_mean_8_25_10_10,-0.04122558710028992,4.997616687288846,5.650844326543992
stages_med_9_25_10_10,-0.1193189425942066,4.97852862890807,5.110571523538599
stages_mode_9_25_10_10,-0.1193189425942066,4.97852862890807,5.110571523538599
stages_mean_9_25_10_10,-0.03870333747580917,4.515619914328586,5.6288002859737745
stages_med_10_25_10_10,-0.11965700605809566,4.634149327912089,5.311529972978784
stages_mode_10_25_10_10,-0.11965700605809566,4.634149327912089,5.311529972978784
stages_mean_10_25_10_10,-0.04837249370609132,4.443669697743403,5.610328298308765
stages_med_11_25_10_10,-0.12381821621384241,4.4203659707648395,5.068148346142906
stages_mode_11_25_10_10,-0.12381821621384241,4.4203659707648395,5.068148346142906
stages_mean_11_25_10_10,-0.06010565607830615,4.209609557939819,5.33515373632508
stages_med_12_25_10_10,-0.12383513830502149,4.245873701535523,4.869191891798287
stages_mode_12_25_10_10,-0.12383513830502149,4.245873701535523,4.869191891798287
stages_mean_12_25_10_10,-0.06918862757922067,4.0818880521215855,5.067209174003225
stages_med_13_25_10_10,-0.1036186175636046,9.16573999699408,4.477514313678717
stages_mode_13_25_10_10,-0.1036186175636046,9.16573999699408,4.477514313678717
stages_mean_13_25_10_10,-0.10445906142233714,9.072526236946679,4.492705989184638
stages_med_3_25_10_15,0.003114237549711302,8.54908879361451,5.405281005232614
stages_mode_3_25_10_15,0.003114237549711302,8.54908879361451,5.405281005232614
stages_mean_3_25_10_15,0.00840842792968975,7.15292438759024,5.488996927333877
stages_med_4_25_10_15,-0.013751828696067225,7.395481697275497,5.262402626847429
stages_mode_4_25_10_15,-0.01190130323201428,7.083234433810467,5.394300419431882
stages_mean_4_25_10_15,-0.012991505760614969,5.862555515075696,6.00892782148383
stages_med_5_25_10_15,-0.016334127550800517,7.185683194931746,4.864679419406353
stages_mode_5_25_10_15,-0.016334127550800517,7.185683194931746,4.864679419406353
stages_mean_5_25_10_15,-0.017739496017605192,5.248572080874923,6.3225904463138205
stages_med_6_25_10_15,-0.03499453217785063,6.12177182004105,5.514458506107691
stages_mode_6_25_10_15,-0.03499453217785063,6.12177182004105,5.514458506107691
stages_mean_6_25_10_15,-0.03714399792754806,5.283739413483578,6.169180241222764
stages_med_7_25_10_15,-0.041208652565140405,5.936998983719328,5.387677654250685
stages_mode_7_25_10_15,-0.041208652565140405,5.936998983719328,5.387677654250685
stages_mean_7_25_10_15,-0.03912379935257748,5.374385053879668,5.820445525002645
stages_med_8_25_10_15,-0.0429692071741751,5.467978813658287,5.1156167272697015
stages_mode_8_25_10_15,-0.0429692071741751,5.467978813658287,5.1156167272697015
stages_mean_8_25_10_15,-0.04165497838180408,5.206139373673504,5.492725526981868
stages_med_9_25_10_15,-0.1193189425942066,4.97852862890807,5.110571523538599
stages_mode_9_25_10_15,-0.1193189425942066,4.97852862890807,5.110571523538599
